138,137,mixamorig:RightHandThumb3_$AssimpFbx$_Translation
139,138,mixamorig:RightHandThumb3_$AssimpFbx$_PreRotation
140,139,mixamorig:RightHandThumb3_$AssimpFbx$_Rotation
141,140,mixamorig:RightHandThumb3
142,141,mixamorig:RightHandThumb4
143,116,mixamorig:RightHandIndex1_$AssimpFbx$_Translation
144,143,mixamorig:RightHandIndex1_$AssimpFbx$_PreRotation
145,144,mixamorig:RightHandIndex1_$AssimpFbx$_Rotation
146,145,mixamorig:RightHandIndex1
147,146,mixamorig:RightHandIndex2_$AssimpFbx$_Translation
148,147,mixamorig:RightHandIndex2_$AssimpFbx$_PreRotation
149,148,mixamorig:RightHandIndex2_$AssimpFbx$_Rotation
150,149,mixamorig:RightHandIndex2
151,150,mixamorig:RightHandIndex3_$AssimpFbx$_Translation
152,151,mixamorig:RightHandIndex3_$AssimpFbx$_PreRotation
153,152,mixamorig:RightHandIndex3_$AssimpFbx$_Rotation
154,153,mixamorig:RightHandIndex3
155,154,mixamorig:RightHandIndex4
156,116,mixamorig:RightHandRing1_$AssimpFbx$_Translation
157,156,mixamorig:RightHandRing1_$AssimpFbx$_PreRotation
158,157,mixamorig:RightHandRing1_$AssimpFbx$_Rotation
159,158,mixamorig:RightHandRing1
160,159,mixamorig:RightHandRing2_$AssimpFbx$_Translation
161,160,mixamorig:RightHandRing2_$AssimpFbx$_PreRotation
162,161,mixamorig:RightHandRing2_$AssimpFbx$_Rotation
163,162,mixamorig:RightHandRing2
164,163,mixamorig:RightHandRing3_$AssimpFbx$_Translation
165,164,mixamorig:RightHandRing3_$AssimpFbx$_Rotation
166,165,mixamorig:RightHandRing3
167,166,mixamorig:RightHandRing4
168,116,mixamorig:RightHandPinky1_$AssimpFbx$_Translation
169,168,mixamorig:RightHandPinky1_$AssimpFbx$_PreRotation
170,169,mixamorig:RightHandPinky1_$AssimpFbx$_Rotation
171,170,mixamorig:RightHandPinky1
172,171,mixamorig:RightHandPinky2_$AssimpFbx$_Translation
173,172,mixamorig:RightHandPinky2_$AssimpFbx$_PreRotation
174,173,mixamorig:RightHandPinky2_$AssimpFbx$_Rotation
175,174,mixamorig:RightHandPinky2
176,175,mixamorig:RightHandPinky3_$AssimpFbx$_Translation
177,176,mixamorig:RightHandPinky3_$AssimpFbx$_PreRotation
178,177,mixamorig:RightHandPinky3_$AssimpFbx$_Rotation
179,178,mixamorig:RightHandPinky3
180,179,mixamorig:RightHandPinky4
181,7,mixamorig:LeftUpLeg_$AssimpFbx$_Translation
182,181,mixamorig:LeftUpLeg_$AssimpFbx$_PreRotation
183,182,mixamorig:LeftUpLeg_$AssimpFbx$_Rotation
184,183,mixamorig:LeftUpLeg
185,184,mixamorig:LeftLeg_$AssimpFbx$_Translation
186,185,mixamorig:LeftLeg_$AssimpFbx$_PreRotation
187,186,mixamorig:LeftLeg_$AssimpFbx$_Rotation
188,187,mixamorig:LeftLeg
189,188,mixamorig:LeftFoot_$AssimpFbx$_Translation
190,189,mixamorig:LeftFoot_$AssimpFbx$_PreRotation
191,190,mixamorig:LeftFoot_$AssimpFbx$_Rotation
192,191,mixamorig:LeftFoot
193,192,mixamorig:LeftToeBase_$AssimpFbx$_Translation
194,193,mixamorig:LeftToeBase_$AssimpFbx$_PreRotation
195,194,mixamorig:LeftToeBase
196,195,mixamorig:LeftToe_End
197,7,mixamorig:RightUpLeg_$AssimpFbx$_Translation
198,197,mixamorig:RightUpLeg_$AssimpFbx$_PreRotation
199,198,mixamorig:RightUpLeg_$AssimpFbx$_Rotation
200,199,mixamorig:RightUpLeg
201,200,mixamorig:RightLeg_$AssimpFbx$_Translation
202,201,mixamorig:RightLeg_$AssimpFbx$_PreRotation
203,202,mixamorig:RightLeg_$AssimpFbx$_Rotation
204,203,mixamorig:RightLeg
205,204,mixamorig:RightFoot_$AssimpFbx$_Translation
206,205,mixamorig:RightFoot_$AssimpFbx$_PreRotation
207,206,mixamorig:RightFoot_$AssimpFbx$_Rotation
208,207,mixamorig:RightFoot
209,208,mixamorig:RightToeBase_$AssimpFbx$_Translation
210,209,mixamorig:RightToeBase_$AssimpFbx$_PreRotation
211,210,mixamorig:RightToeBase
212,211,mixamorig:RightToe_End

